NID,Body,Summary,Category
"33566","<p>A new farm themed playground is being created at Lower Bevendean – thanks to a community effort.</p>

<p>Members of the <a href=""https://www.facebook.com/Friendsoffarmgreen"">Friends of Farm Green</a> have spent over two years fundraising and working with Brighton &amp; Hove City Council, to re-develop the playground in Lower Bevendean. Work is due to start on 4 February.</p>

<p>Local mums; Jayne Van Rensburg, Claire Jacobs and Mitchie Alexander began a fundraising campaign in 2016 with the aim of completely renovating the broken and dilapidated equipment in the playground and to improve the surrounding green space so local children have somewhere safe and fun to play.</p>

<h2>Supported by the local community and businesses</h2>

<p>They have now raised more than £70,000 with support and donations from the local community, Veolia Environmental Trust, the Homity Trust, Asda Foundation, Tesco Groundworks - Bags of Help Scheme, Action for Bevendean Community - Healthy Neighbourhood fund, Sussex Community Trust, Postcode Local Trust and Trust for Developing Communities. Brighton &amp; Hove City Council contributed £7,000 match funding from its play revenue budget.</p>

<h2>Exciting new playground with a farm theme</h2>

<p>HAGS - a leading manufacturer of outdoor play equipment - &nbsp;won the tender and will provide the exciting new playground. The have created a farm theme, keeping to the area's historical. The new playground will feature a large play tractor, new swings, somersault bars, climbing poles amongst other play equipment and will include landscaping features and seating areas.</p>

<drupal-entity alt=""Design plans for the playground"" data-embed-button=""file_browser"" data-entity-embed-display=""image:image"" data-entity-embed-display-settings=""{&quot;image_style&quot;:&quot;&quot;,&quot;image_link&quot;:&quot;&quot;}"" data-entity-type=""file"" data-entity-uuid=""1f66c25d-d788-4a5b-8ff7-45397892587d""></drupal-entity>

<p><a href=""/sites/default/files/news-farm-green-play-area.pdf"">View the plans in more detail (PDF 1.6MB)</a></p>

<p>“We are so excited to finally see this happening and it's a really positive and much needed boost for our local community,” said Jayne Van Rensburg, one of the local mums who started the campaign.<br />
&nbsp;&nbsp;<br />
Councillor Gill Mitchell, chair of Brighton &amp; Hove City Council’s Environment Committee added: “I’d like to congratulate members of the Friends of Farm Green on a fantastic community achievement. I’m pleased that we have been able to play our part in helping their dream of creating a new playground become a reality and I look forward to seeing the facility re-open in time for summer.”</p>

<p>Members of the Friends Group are still actively fundraising to continue their work in Bevendean. For more information and to donate:</p>

<ul>
	<li>Email: <a href=""mailto: friendsoffarmgreen@gmail.com"">friendsoffarmgreen@gmail.com</a></li>
	<li><a href=""https://www.facebook.com/Friendsoffarmgreen/"">Friends of Farm Green Facebook page</a></li>
</ul>
","Work will start to build a new children's playground at Farm Green, Lower Bevendean on 4 February 2019 after the local Friends Group raised more than £70,000.","Parks, leisure and libraries"
"33741","<p>Glamorous hats from one of the world’s top designers go on show at the Royal Pavilion from February 7.</p>

<p>Stephen Jones Hats at the Royal Pavilion will see the spectacular state rooms filled with exquisite hats created by master milliner Stephen Jones OBE.</p>

<drupal-entity alt=""Stephen Jones OBE"" data-align=""right"" data-embed-button=""file_browser"" data-entity-embed-display=""image:image"" data-entity-embed-display-settings=""{&quot;image_style&quot;:&quot;&quot;,&quot;image_link&quot;:&quot;&quot;}"" data-entity-type=""file"" data-entity-uuid=""9a07e5b7-3253-4705-9d75-b59219930ca2"" title=""Stephen Jones OBE""></drupal-entity>

<p>During his 40 year career, Jones has dressed the finest heads from across the globe – most recently the Duchess of Sussex, as well as Lady Gaga, Kate Moss and Mick Jagger.&nbsp;</p>

<p>This new, site-specific exhibition will show hats worn by these celebrities, and others along with those made in collaboration with top fashion designers, including Dior, Thom Browne, Giles Deacon, Comme des Garçons, Marc Jacobs and Matty Bovan.</p>

<h3>Chinoiserie-on-Sea</h3>

<p>“I grew up in a seaside town, but Brighton to me seemed exciting, exotic, and it symbolised art and freedom,” said Stephen. “In 2012, I designed a collection called ‘Chinoiserie-on-Sea’ for which I researched Brighton, and in particular the Pavilion, extensively; and it feels like showing my hats there is almost like a homecoming. I have never had the opportunity to display hats in the environment which inspired them.”</p>

<p>Highlights include:</p>

<p>•&nbsp;&nbsp; &nbsp;The opulent Banqueting Room hosts a ‘dinner’ for the hats of the most famous wearers including the Duchess of Sussex, Kylie Minogue and Missy Elliott</p>

<p>•&nbsp;&nbsp; &nbsp;Royal and regal hats are on display including a series of crowns and a new felt hat for King George IV, a recreation of a hat worn by the monarch which appears in a portrait from 1783</p>

<p>•&nbsp;&nbsp; &nbsp;Food and feasting inspired hats are placed among&nbsp;the copper pots in the Great Kitchen, from a giant swan headdress to a knitted ‘English breakfast’ hat</p>

<p>•&nbsp;&nbsp; &nbsp;Hats from Chinoiserie-on-Sea - Jones’ homage to the grandeur of the Royal Pavilion – including hats inspired by its famous domes and the exquisite Chinese inspired interiors are on display in the entrance hall</p>

<p>•&nbsp;&nbsp; &nbsp;Hats inspired by the interiors of the Royal Pavilion made for the China: Through the Looking Glass exhibition at The Metropolitan Museum of Art will be on show in the Music Room along with gowns by the House of Dior</p>

<p>•&nbsp;&nbsp; &nbsp;Hats exploring the theme of Pride, and those inspired by music and musicians including Aretha Franklin and Whitney Houston</p>

<p>•&nbsp;&nbsp; &nbsp;There are gowns by Dior in the Music and Egyptian Rooms, mannequins dressed by Giles Deacon will ascend the staircase wearing oversized headdresses, and a mannequin wearing a Thom Browne ensemble is on display in the King’s bedroom&nbsp;</p>

<p>The exhibition, which has been co-curated by Stephen Jones OBE and Martin Pel, Curator of Costume and Textiles at the Royal Pavilion and Museums runs until June 9. The exhibition is presented in partnership with Harvey Nichols.<br />
&nbsp;</p>
","Spectacular hats created by world famous master milliner Stephen Jones will go on display  in the Royal Pavilion from February 7 to June 9. Stephen Jones OBE has designed hats for celebrities from Lady Gaga to the Duchess of Sussex.","Parks, leisure and libraries"
"34081","<h2><strong>Exploring our World&nbsp;</strong></h2>

<p>Join us during the school holidays for a range of <a href=""https://brightonmuseums.org.uk/brighton/whats-on-2/#!exploring-our-world"">family events exploring the natural world </a>at Brighton Museum &amp; Art Gallery. Find out about sustainability and the difference small actions can make. Listen to pop-up storytelling, see our costumed characters, take part in creative activities and get hands-on with our collections. &nbsp;Find the Art Cart, pick up a children’s trail and set out on your own adventure.&nbsp;</p>

<p>Drop in 16 to 24 February during opening hours. Suitable for all ages</p>

<p>Free with admission, members and residents free</p>

<h2><strong>Make at the Museum</strong></h2>

<p>Get creative in our <a href=""https://brightonmuseums.org.uk/hove/whats-on/#!half-term-make-at-the-museum"">Crafty workshops at Hove Museum</a> inspired by our exhibits. Stick, draw, cut and colour. Can you come up with a work of art?</p>

<p>There are four sessions available on 18, 19 and 21 February at 10am–11am, 11.30am–12.30pm, 1.30–2.30pm, 3-4pm. Tickets £2 per child (advance booking advisable). For children aged 3 years and over.&nbsp;</p>

<h2><strong>See Portraits, Be Portraits</strong></h2>

<p>Come to Brighton Museum &amp; Art Gallery and see some of our <a href=""https://brightonmuseums.org.uk/brighton/exhibitions-displays/see-portraits-be-portraits/"">wonderful portrait paintings</a> chosen by local teachers from Cottesmore St Mary’s and Varndean School. Create your own picture using some of the resources in the gallery.&nbsp;</p>

<p>Free with Brighton Museum admission, members and residents free.</p>

<h2><strong>The Brighton Explorer Pass</strong></h2>

<p>One pass, three attractions. <a href=""https://brightonmuseums.org.uk/royalpavilion/visiting/admission-charges/brighton-explorer-pass/"">The Brighton Explorer Pass</a> gives entry to the city’s top three attractions: the Royal Pavilion, the British Airways i360 and SEA LIFE Brighton. The pass offers a saving of 35%.</p>

<ul>
	<li>The Royal Pavilion is one of the country’s most colourful and extravagant palaces, restored to its original 1823 splendour. Hat-maker to the stars, Stephen Jones OBE currently has <a href=""https://brightonmuseums.org.uk/royalpavilion/whattosee/stephen-jones-hats-at-the-royal-pavilion/"">a dazzling new exhibition</a> in the Royal Pavilion, showcasing some of his most famous designs</li>
	<li>British Airways i360 is the city’s unique seafront viewing tower where you can view Brighton &amp; Hove, the South Downs and surrounding coast from above</li>
	<li>SEA LIFE Brighton is the world’s oldest operating aquarium</li>
</ul>
","There's a wealth of activities for families to enjoy at the Royal Pavilion and our museums this half-term, starting this weekend.","Parks, leisure and libraries"
"34111","<p>Football fans across Sussex have a unique opportunity to see the England Lionesses in action in Brighton &amp; Hove before they leave for the 2019 FIFA Women’s World Cup this summer.</p>

<p>The Amex Stadium, home of Premier League club Brighton &amp; Hove Albion, will be hosting the England Women’s game against fellow World Cup hopefuls New Zealand on 1 June.</p>

<p>Early bird tickets are already selling fast for the home international, at just £1 for children and concessions and £10 for adults - reduced to £7.50 if booked before Sunday 10 March.</p>

<p><a href=""http://TheFA.com/LionessesTickets"">Visit the FA's site to buy tickets</a>.</p>

<drupal-entity alt=""England player Kirby jumps to head the ball"" data-embed-button=""file_browser"" data-entity-embed-display=""image:image"" data-entity-embed-display-settings=""{&quot;image_style&quot;:&quot;&quot;,&quot;image_link&quot;:&quot;&quot;}"" data-entity-type=""file"" data-entity-uuid=""013467e5-2230-4bf3-adec-89ab426bb0c1""></drupal-entity>

<p>The Brighton &amp; Hove match is the final game in the ‘Road to France Series’ which sees Phil Neville’s squad playing at four different venues across the country.</p>

<p>Cllr Alan Robins, chair of Brighton &amp; Hove City Council’s Tourism committee said: “We are extremely proud to be welcoming the Lionesses to the city as they prepare for their World Cup campaign.</p>

<p>“This is a great opportunity for fans of all ages to see the country’s top players in action and give them a great send off before they leave for France and the World Cup.” &nbsp;</p>

<h2>Raising awareness</h2>

<p>Brighton &amp; Hove Albion Women’s manager Hope Powell added: “To have a preparation game for England at the Amex is fantastic and as a club and as an FA we will be working hard to raise awareness that the game is on.</p>

<p>“It’s a great stadium and I’m sure that for both England and New Zealand it will be a privilege to play here.”</p>

<p>The Road to France Series comprises:</p>

<ul>
	<li>Friday 5 April (7pm): England v Canada – Academy Stadium, Manchester City FC</li>
	<li>Tuesday 9 April (7pm): England v Spain – The Energy Check County Ground, Swindon Town FC</li>
	<li>Saturday 25 May (3pm): England v Denmark – Banks’s Stadium, Walsall FC</li>
	<li>Saturday 1 June (1pm): England v New Zealand – American Express Community Stadium, Brighton &amp; Hove Albion FC</li>
</ul>

<h2>An occasion to remember</h2>

<p>Albion chief executive and deputy chairman Paul Barber said:&nbsp;“We are absolutely delighted to be hosting another England international at our stadium.&nbsp;</p>

<p>“After hosting the World Cup qualifier against Montenegro almost five years ago, we saw the tremendous boost it had in helping to raise the profile of the women’s game across our region.&nbsp;</p>

<p>“We now have a proven track record of hosting England internationals at the stadium, having also welcomed the under-19s and under-21 teams.</p>

<p>“Hopefully we can attract as many fans from across the country as possible, and make it another occasion to remember.”&nbsp;</p>

<h2>Best possible send off</h2>

<p>Sussex County FA chief executive, Ken Benham, added: “We’re privileged to have the Lionesses playing their last match before they head off to France for the World Cup right here in Sussex.</p>

<p>“It is a great opportunity for Sussex football fans to see their England heroes up close, and a packed out Amex Stadium would give the players the best possible send off!”</p>

<p>England Team manager Phil Neville said the Road to France matches would ensure that the players ‘hit the ground running’ when they arrive in France.</p>

<p>“It’s great that we can visit four different parts of the country and I have no doubt the players will get fantastic support as ever,’ he said. “I also want to thank my colleagues at The FA and the clubs for making this exciting series of games possible.</p>

<p>“This is a huge year for my players and staff, and we are going to France with the aim of making the country proud.”</p>

<p>The Lionesses’ group stage schedule at the World Cup is:</p>

<ul>
	<li>Sunday 9 June (5pm BST): England v Scotland - Stade de Nice</li>
	<li>Friday 14 June (8pm BST): England v Argentina – Stade Océane, Le Havre</li>
	<li>Wednesday 19 June (8pm BST): Japan v England - Stade de Nice</li>
</ul>

<h2>EURO 2021</h2>

<p>Excitement is already building in Brighton &amp; Hove for the Womens’ EURO 2021 when the Amex is one of six host stadiums.</p>

<p>Brighton &amp; Hove has a successful track record in hosting major sporting events, including the Rugby World Cup in 2015. In 2014 the city welcomed Stage 7 of the Tour of Britain bike race and the annual Brighton Marathon is the UK’s second largest.</p>
","Early bird tickets on sale for England Lionesses vs New Zealand at the Amex Stadium on 1 June - the final game before the Women's squad leave for the World Cup in France.
","Parks, leisure and libraries"
"34226","<p>The remains of one of the oldest Manor Houses in the country will be preserved and its story brought to life by a group of Portslade enthusiasts.</p>

<p>Members of Fresh Start Portslade group have been awarded Heritage Lottery Funding (under the Small Grants Scheme), to research and raise the profile of the historic Grade 11 listed Portslade Old Manor House.</p>

<p>The group has been working with Brighton &amp; Hove City Council, which owns the site, to submit the bid for the project which aims to raise awareness of the importance of the Manor, and celebrate Portslade’s heritage since 1066.</p>

<p><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/C1TiQf5-4gQ"" width=""560""></iframe></p>

<p>Hidden away behind St Nicolas Church, Portslade Old Manor House is one of a very few examples of Norman Manor Houses that still exist in England. The ruins include parts of the original east and south walls as well as part of an early 17th century west wing extension.</p>

<p>Medieval manor houses are extremely rare in this country and Portslade Manor House has been declared a Scheduled Ancient Monument and a Grade II listed building.</p>

<h2>Volunteer training</h2>

<p>The Lottery Funding will be used to provide support and training for a team of 15 local people to research the history of the Manor, and its importance to Portslade over the last 900 years.</p>

<p>The research will be displayed on information boards around the Old Manor site, giving a timeline from the 11th century to the present day.</p>

<p>Volunteers will be trained in heritage conservation and grounds maintenance to become guardians of the site, ensuring its upkeep and protection for future generations.</p>

<h2>Bringing history to life</h2>

<p>Councillor Alan Robins, a trustee of Fresh Start and chair of the council’s tourism, development and culture committee said:</p>

<p>“We are absolutely delighted that the Heritage Lottery Fund has recognised the importance of preserving Portslade Old Manor House.</p>

<p>“The Manor Ruins are currently hidden behind fencing, with few people having any knowledge of their history. Our project will open up the site, preserve what is left of this important building and bring its fascinating history to life for future generations.”</p>

<p>Work on the project is due to start in April.</p>

<p>For more information, visit the <a href=""https://www.portsladehistory.co.uk/old-manor-house"">Portslade History website.</a></p>
","Members of Fresh Start Portslade, working in partnership with the council, have won Heritage Lottery funding to preserve the remains of one of the oldest manor houses in the country and bring its fascinating story to life.","Parks, leisure and libraries"
"34276","<p>Good luck to all the runners in the Brighton Half Marathon this coming Sunday! (24 February 2019)</p>

<p>The race starts and finishes on Madeira Drive. It's been organised by local charity the Sussex Beacon.</p>

<p>Everyone is welcome to go along to the course to support the runners.</p>

<p>There will be a large number of road closures along the route of the marathon in the morning and early afternoon.&nbsp;</p>

<p><a href=""https://www.brighton-hove.gov.uk/content/parking-and-travel/journeyon/brighton-half-marathon-2019-road-closures"">Please check before planning any journeys you need to make.</a>&nbsp;</p>

<p><a href=""https://www.buses.co.uk/brighton-half-marathon"">See here for details of how local bus services will be affected.</a></p>
","Come and cheer the runners on - and help raise funds for the Sussex Beacon!","Parks, leisure and libraries"
"34726","<p>Excitement is already building in Brighton &amp; Hove ahead of the UEFA European Women’s Championship&nbsp;in 2021.</p>

<p>The American Express Community Stadium is one of nine match venues for the prestigious competition. Last Friday’s qualifying draw saw 47 competing countries set into nine groups. As the host nation, England is already through to the knockout stages.</p>

<p>Brighton &amp; Hove Albion, along with Brighton &amp; Hove City Council and Sussex County Football Association are working together to prepare for the tournament and host top-level European football in the city</p>

<p>Brighton &amp; Hove Albion Women’s team manager and former England manager Hope Powell explains how women’s football is developing both nationally and locally, how the Albion is investing in the women’s game and why the stadium and wider city is the perfect location for such a high profile event.</p>

<p><iframe allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen="""" frameborder=""0"" height=""315"" src=""https://www.youtube.com/embed/clf35WiVP0U"" width=""560""></iframe></p>

<p>Brighton &amp; Hove has a successful track record in hosting major sporting events, including the Rugby World Cup in 2015.</p>

<p>In 2014, the city welcomed Stage 7 of the Tour of Britain bike race and the annual Brighton Marathon is the UK’s second largest.</p>

<p>EURO 2021 will showcase the city to an international audience, supporting tourism and the local economy. In 2017, when England reached the semi-finals, the UEFA women’s Euro viewing figures reached a global audience of 165 million.</p>

<h2>Prestigious tournament</h2>

<p>Albion chief executive and deputy chairman, Paul Barber, said: “Our stadium has a proven track record and a growing reputation for hosting some of the world’s biggest sporting events, and it is great that we will have the chance to do so once again.&nbsp;</p>

<p>“We will continue to work very closely with Sussex County FA and Brighton &amp; Hove City Council, in supporting The FA with hosting such a prestigious tournament.”</p>

<p>Councillor Alan Robins, chair of the council’s tourism, development and culture committee, added: “We’re over the moon to be one of the host cities for EURO 2021.It’s a fantastic boost for women’s football in the region and a great accolade for the city.</p>

<p>“As a host city we have a real opportunity to help raise the profile of women’s football locally and nationally.”</p>

<h2>Showcasing skills</h2>

<p>Sussex County FA chief executive, Ken Benham, commented: “We’re delighted that some of the finest female players from across Europe will be showcasing their skills right here in Sussex.</p>

<p>“The tournament has the power to inspire and we hope it will encourage more people into the game.</p>

<p>“We have opportunities for all ages and abilities to get involved with football, so we’re really looking forward to the increased exposure the championships will bring to the local area.”</p>
","Brighton & Hove Albion Women’s team manager and former England manager Hope Powell explains how women’s football is developing both nationally and locally, how the Albion is investing in the women’s game and why the stadium and wider city is the perfect location for the  UEFA European Women's Championship.","Parks, leisure and libraries"
"33396","<p>Six law breakers who were caught dropping litter on the street have been fined a total of £5004 – or £834 each.</p>

<p>The huge fines were issued at Brighton Magistrates Court after the offenders failed to pay the initial £75 fixed penalty notice and then didn’t attend court, despite being summoned.</p>

<p>The offences took place on Junction Road and Boundary Road, Portslade, and Western Road, Brighton.</p>

<p>It is against the law for people to:</p>

<p>•&nbsp;&nbsp; &nbsp;drop or throw away litter, including cigarette butts<br />
•&nbsp;&nbsp; &nbsp;fly-tip or fly-post<br />
•&nbsp;&nbsp; &nbsp;not pick up their dog's mess if they foul in public space</p>

<p>Anyone caught is given an on-the-spot fine between £75 and £300, depending on the type of offence.</p>

<p>If the fine isn’t paid within 28 days, the case goes to court where the offender will face a higher fine plus costs.</p>

<p>In this case, each of the six defendants didn’t pay within the time or bother to turn up to court. They were fined £440, told to pay £350 costs plus a £44 victim surcharge, totalling £834 each.&nbsp;</p>

<p>Cllr Gill Mitchell, chair of the council’s environment, transport and sustainability committee, said: “We’re determined to stamp out littering and these convictions show we take this type of crime very seriously.&nbsp;</p>

<p>She added: “We will not sit back and watch our beautiful city become dirty because someone can’t be bothered to find a bin for their cigarette butt or rubbish, or clean up after their dog.</p>

<p>“Nor will we stand aside and let people fly-tipping their unwanted items beside a communal bin, expecting the council to take them away at the expense of other council tax payers.</p>

<p>“We will continue to gather evidence and fine offenders. If they fail or refuse to pay, we will take them to court where they will be handed much bigger fines and a criminal prosecution, as these offenders have found out.”</p>

<h2>Offenders who don’t pay the fine</h2>

<p>By law, anyone caught littering must give their full name and address to the council’s enforcement officers who then verify the person using electronic ID verification systems.&nbsp;</p>

<p>Failure to give the correct name and address can lead to a £1,000 fine and a criminal conviction.</p>

<p>If the offender then fails to pay the fixed penalty notice, the case progresses to the local Magistrates Court with the maximum penalty of £2,500.&nbsp;</p>

<p>As littering is a criminal offence and not a civil offence, anyone found guilty will not only face a bigger fine than the original £75, they will also have a criminal conviction against their name.<br />
&nbsp;</p>
","Magistrates send out no nonsense warning to litter louts","Rubbish, recycling and environment"
"33901","<p>Hove Museum is currently hosting Tech Takeback. You can bring your old and unused phones, computers and other gadgets along for recycling&nbsp;from 10am to 4.30pm today and tomorrow (8 and 9 February).</p>

<p>It doesn't matter if it's working or broken - Tech-Takeback's team of dedicated IT and waste prevention experts will make sure it's either recycled or given away to charities to benefit those who need it.</p>

<p>Data experts will ensure your data is safely wiped from any devices before it's passed on or recycled.</p>

<p>The latest event started yesterday and on the first day close to half a tonne of old tech was donated and diverted from landfill.&nbsp;</p>

<p>Items received yesterday included:&nbsp;</p>

<ul>
	<li>Tape recorders from the 1980s&nbsp;</li>
	<li>Broken laptops&nbsp;</li>
	<li>Cameras</li>
	<li>Scanners</li>
	<li>Printers</li>
	<li>Microphones</li>
	<li>Headphones&nbsp;</li>
	<li>Tablets</li>
	<li>Lots of cables&nbsp;</li>
</ul>

<p>The team can take any old tech including hard drives, USBs, CDs, DVDs, games consoles and much more. Find out more details from <a href=""http://www.techtakeback.co.uk/"">Take Takeback</a>.</p>

<p>The pop-up shops are run by Brighton &amp; Hove City Council, <a href=""https://www.ilovefreegle.org/explore/greencyclesussex"">Freegle</a>, the free online reuse network, circular economy environment specialists <a href=""http://www.soenecs.co.uk/"">SOENECS</a>, and computer data erasure experts <a href=""http://www.erasemydata.uk/"">EraseMyData</a><br />
&nbsp;</p>

<p>&nbsp;<a href=""https://new.brighton-hove.gov.uk/news/2019/historic-hove-museum-treasures-your-unwanted-tech"">More information about Take Techback at Hove Museum</a></p>
","Bring your old and unused phones, computers and other gadgets along to Hove Museum for recycling from 10am to 4.30pm on Friday and Saturday.","Rubbish, recycling and environment"
"34791","<p>Great news! Today we’ve launched a fantastic new <a href=""https://www.brighton-hove.gov.uk/content/environment/recycling-rubbish-and-street-cleaning/recycling-a-z"">A to Z guide on how you can reduce, reuse, recycle or dispose</a> of almost 180 different materials.</p>

<p>The easy-to-use guide gives detailed explanations of what to do with everything from aerosols to mattresses and nappies to Tetra Paks, to ensure we’re all being as environmentally friendly as possible.</p>

<p>The A to Z also gives advice on what to do with materials like rubble, plasterboards, asbestos, bathroom fittings, furniture, white goods, batteries and metal.</p>

<p>The guide launches our new drive to help residents recycle the correct things far more. In turn, this will help reduce the large number of recycling bins that we collect which are contaminated with non-recyclable products.</p>

<h2><strong>Why a guide is very helpful</strong></h2>

<p>We all want a cleaner city and a better world, and recycle as much as we can and with the best intentions. We all know we can recycle items like plastic bottles, paper, cardboard and glass.&nbsp;</p>

<p>But if you’re unsure about what to do with specific items or materials, and put the wrong ones in your recycling, this can lead to your bin being contaminated and possibly being taken to waste rather than be recycled.</p>

<p>Using the guide, which can be easily accessed online by phone, computer or tablet, means contamination of your recycling can be avoided.&nbsp;</p>

<p>It also means items and materials can be reduced, or reused by yourself or someone else.&nbsp;</p>

<p>Cllr Gill Mitchell, chair of the council’s environment, transport and sustainability committee, said: “I’m sure many of us have been in the situation where we don’t know what to do with a certain material or item. Do we put it in our recycling? Bin it? Give it away?</p>

<p>“Now, armed with our new A to Z, we’ll all be able to do the right thing and help protect our city and our planet better, and ensure we’re making the best use of the materials we no longer want or need.”</p>

<h2><strong>How to use the guide</strong></h2>

<p>You should log onto <a href=""https://www.brighton-hove.gov.uk/content/environment/recycling-rubbish-and-street-cleaning/recycling-0"">www.brighton-hove.gov.uk/recycling</a>. Click on the ‘<a href=""https://www.brighton-hove.gov.uk/content/environment/recycling-rubbish-and-street-cleaning/recycling-a-z"">Recycling A to Z</a>’ link and you can then search 179 items alphabetically.</p>

<p>The guide uses what’s called the ‘waste hierarchy’, starting with how to firstly <strong>reduce</strong> the use of a material or item, then how to <strong>reuse</strong> it, then <strong>recycle</strong> and finally, when none of the others can be done, the best way to <strong>dispose</strong> of it.</p>

<p>In the case of plastic bags, first of all the A to Z suggests using a reusable bag rather than a plastic one. If that can’t be done, the next suggestion is how to reuse the plastic bag, for instance as a bin liner.&nbsp;</p>

<p>If that’s not possible, we say whether it can be recycled – plastic bags cannot – and then how it should be disposed of.</p>

<h2><strong>Other items and materials</strong></h2>

<p>As materials vary enormously, the use of <strong>reduce, reuse, recycle, dispose</strong> varies also.&nbsp;</p>

<p>For instance, we only say that styrofoam, which is used in packaging, cannot be recycled but should be disposed of in your household rubbish. However, textiles can be reused or recycled.</p>

<p>Cllr Mitchell added: “Although our recycling rate is the highest it’s ever been, we must aim much higher. We’re hoping this guide is a game changer in helping us all to recycle more and reduce contamination.”</p>
","Our new guide will help you recycle more and reduce your rubbish.","Rubbish, recycling and environment"
"33441","<p>The north end of New Road, outside The Mash Tun Public House, will be temporarily closed to traffic from 14 January to 11 February to enable works to take place on the Royal Pavilion Estate project.<br />
&nbsp;<br />
Work involves creating a new manhole for new surface water drainage pipes. It is part of the ongoing programme of construction works to the <a href=""https://brightondome.org/our_future/project_news/"">refurbishment of the Brighton Dome and Corn Exchange.</a><br />
&nbsp;<br />
During the closure, vehicle access to New Road will only be possible via North Street, and not by Church Street. Pedestrian access will be maintained at all times around the new construction works.<br />
&nbsp;<br />
The contractor has written to businesses in the area.<br />
&nbsp;<br />
Thank you your patience during these essential works.&nbsp;</p>
","Part of New Road will be closed for four weeks from Monday.","Transport and roads"
